序号,名称,播放,弹幕数,收藏,硬币,是否完结,评分(默认0分),评分人数(人数不足为0人)
5176,小兔侠之功夫学校,18843,517,81,8,1,0.0,0
5177,魁!!库洛马迪高校,137662,6373,7272,215,1,0.0,0
5178,蒲公英,23935,4180,922,16,1,0.0,0
5179,星际少年队,34587,3432,370,10,1,0.0,0
5180,攻壳机动队ARISE,117767,10672,2001,90,1,0.0,0
5186,金星战记,10783,586,261,41,1,0.0,0
5199,天保异闻妖奇士 奇士神曲,34431,3586,500,23,1,0.0,0
5202,喵星人,22888,527,175,16,1,0.0,0
5204,冥王计划志雷马,46661,3481,1581,50,1,0.0,0
5205,铁鼻子,13552,604,183,4,1,0.0,0
5206,弱酸性百万亚瑟王,3386866,27360,10140,4323,1,0.0,0
5208,雅诺斯的梦幻,8943,1432,207,15,1,0.0,0
5209,飞天少女猪,44646,5931,1014,41,1,0.0,0
5210,一人之下 日语版,4907877,135975,83750,4112,1,7.9,176
5212,小樱桃,37397,3643,608,14,1,0.0,0
5213,魂狩,128848,17862,1664,80,1,0.0,0
5221,恋爱情结,1347686,77086,73398,1855,1,9.6,232
5223,蓝色计划 地球SOS,556,639,2,12,1,0.0,0
5225,立食师列传,22207,2296,419,12,1,0.0,0
5228,公主候补生佑希,63596,7571,2887,77,1,0.0,0
5229,头文字D Battle Stage,290646,7814,3716,151,1,0.0,0
5230,学院梦幻队,4242,653,51,7,1,0.0,0
5237,地球守护者21,0,1803,0,0,1,0.0,0
5239,High☆Speed! -Free! Starting Days-,777758,97484,104411,10717,1,9.6,275
5241,极速战警,20430,2750,432,12,1,0.0,0
5243,机甲兵团,27773,1538,64,4,1,0.0,0
5246,野性之七人 another -谋略运河-,32334,4258,142,8,1,0.0,0
5247,私立荒矶高等学校生徒会执行部,197851,14521,2816,68,1,0.0,0
5248,战国FAN,2892951,93434,47258,5142,1,0.0,0
5251,七人之奈奈,27471,2680,730,53,1,0.0,0
5255,喜剧,47378,11711,692,147,1,0.0,0
5259,零花,9183,3188,133,22,1,0.0,0
5263,记忆沉睡的孩子 奔向天空的摇篮,151901,37589,2336,149,1,0.0,0
5265,帕卢姆之树,13908,2656,341,19,1,0.0,0
5266,机动警察迷你版,13556,1588,261,16,1,0.0,0
5269,猫神八百万,0,3418,0,0,1,0.0,0
5270,时空转抄纳斯卡,13783,2610,165,6,1,0.0,0
5272,水晶版 雷公 雷的传说,245564,8406,5352,79,1,0.0,0
5273,加州危机,8717,1084,110,6,1,0.0,0
5274,完全胜利大帝王,12721,586,129,6,1,0.0,0
5278,秋之回忆 OVA,51225,7302,1098,40,1,0.0,0
5281,网球王子,2757503,110630,232161,4088,1,9.6,372
5283,银河五虎将,17782,1571,77,13,1,0.0,0
5285,愿你在此,24946,5730,173,12,1,0.0,0
5286,最终幻想：无限,83402,10504,985,54,1,0.0,0
5289,魔神凯撒,48853,3057,1230,79,1,0.0,0
5291,武庚纪,17321088,424548,273982,41913,1,9.3,729
5294,ONE～辉之季节～,76912,23033,3916,193,1,0.0,0
5296,高校女忍者,42809,5435,537,5,1,0.0,0
5297,千年女优,485093,81442,20607,1795,1,9.7,464
5300,大~集合！小魔女DoReMi 青蛙石的秘密,38520,5262,645,48,1,0.0,0
5301,墓王之王 麒麟决,3493779,133689,100502,17759,1,8.7,116
5302,最终幻想：灵魂深处,169925,13572,2907,180,1,0.0,0
5309,校园外星人,13672,2561,1048,36,1,0.0,0
5311,大都会,76259,19109,2357,285,1,0.0,0
5320,基因攻防战,62234,7581,846,28,1,0.0,0
5321,破邪巨星G弹劾凰,29403,2853,306,5,1,0.0,0
5322,星之海洋,30617,2313,704,27,1,0.0,0
5323,魔法战士李维,68220,3965,3857,73,1,0.0,0
5327,恋爱占卜师,91580,7639,1909,43,1,0.0,0
5336,爆旋陀螺,76561,3230,1020,37,1,0.0,0
5337,刃牙,140683,6051,3995,109,1,0.0,0
5340,德玛娜说少女,23766,10748,346,35,1,0.0,0
5343,暗之末裔,374111,41440,16241,247,1,0.0,0
5348,数码兽大冒险3D 数码赛车大奖赛！,26915,722,141,16,1,0.0,0
5349,包在小可身上,371723,35990,7308,452,1,9.7,181
5350,结晶塔的帝王,235210,9290,5994,237,1,0.0,0
5351,吸血鬼猎人D,263038,31240,5430,390,1,9.7,138
5352,画江湖之不良人 第二季,34356737,556548,913833,68247,1,7.4,316
5356,网络争霸战,7399,1014,25,4,1,0.0,0
5358,心跳回忆,61149,7312,652,50,1,0.0,0
5366,虹猫蓝兔七侠传,2677620,120153,574468,9169,1,9.8,1778
5373,虹猫仗剑走天涯,577728,17583,159293,953,1,9.4,135
5374,虹猫蓝兔光明剑,283839,11198,48875,318,1,0.0,0
5375,虹猫蓝兔勇者归来,333257,13488,51036,386,1,0.0,0
5376,虹猫蓝兔阿木星,274857,10934,36840,270,1,0.0,0
5380,激斗战车（中文）,40003,1505,168,13,1,0.0,0
5381,危险调查员,6279,1584,34,11,1,0.0,0
5382,苍色骑士,101334,9377,294,21,1,0.0,0
5383,星际牛仔,1954656,10718,64804,5187,1,9.7,124
5384,新战神金刚：传奇守护神,97760,5315,7223,79,1,0.0,0
5385,猪猪秀 第三季,325680,2627,784,273,1,0.0,0
5388,舞武器舞亂伎,113070,4396,1046,103,1,0.0,0
5390,小明和王猫,80864,6579,10087,398,1,0.0,0
5391,降世神通：最后的气宗 第一季,295406,25609,13977,341,1,9.8,154
5392,今天开始恋爱吧,513921,51548,2316,76,1,0.0,0
5393,狂丸战记,150208,4410,1344,925,1,0.0,0
5394,我的英雄学院,5244765,518680,192772,11512,1,9.7,9397
5395,泡芙小姐 第七季,907687,46637,10287,1042,1,0.0,0
5396,罐装萌兽,17330,1799,188,15,1,0.0,0
5397,我的长腿叔叔,88985,12601,6217,110,1,0.0,0
5405,千叶脚踏板,199998,6880,346,121,1,0.0,0
5407,Da!Da!Da!,267670,11056,10721,434,1,0.0,0
5409,钢琴之森,47665,5641,666,25,1,0.0,0
5410,若草四姐妹,13930,1912,127,22,1,0.0,0
5411,小妇人,16081,1321,102,7,1,0.0,0
5412,浪客剑心,162696,13874,1698,80,1,0.0,0
5413,神龙之谜,50821,2659,822,22,1,0.0,0
5414,弹道,21431,1461,189,14,1,0.0,0
5415,生化体,43102,5003,445,19,1,0.0,0
5418,神秘岛,59559,5658,669,69,1,0.0,0
5421,科学小飞侠Crowds SP,26190,3352,392,52,1,0.0,0
5422,史蒂文的宇宙 第三季,234823,8689,4996,1279,1,0.0,0
5424,无头骑士异闻录×2 结 DuFuFuFu!!,240065,33523,23876,757,1,9.6,131
5425,欧西里斯的天秤,87130,7773,2623,218,1,0.0,0
5426,欧西里斯的天秤 第二季,29119,3509,1027,181,1,0.0,0
5430,凸变英雄 BABA,15047731,436070,194619,114999,1,9.8,6245
5432,阿大是我哥,13453,879,252,20,1,0.0,0
5433,马拉松王子,66711,5670,3987,65,1,0.0,0
5434,霹雳猫  第一季,15552,910,30,8,1,0.0,0
5435,霹雳猫 第二季,4772,249,36,5,1,0.0,0
5436,究极超人R,14011,1628,170,13,1,0.0,0
5437,兔丸,418719,42490,5936,798,1,0.0,0
5438,小樱桃 第二季,15197,1548,164,11,1,0.0,0
5439,比得兔（第一季）,76216,3480,684,70,1,0.0,0
5440,比得兔（第二季）,36692,1188,113,27,1,0.0,0
5441,比得兔（特别篇）,17111,1095,115,20,1,0.0,0
5442,宠猫学园,20698,4906,449,35,0,0.0,0
5443,襄阳萌物语,125136,6583,2164,427,1,0.0,0
5444,病毒,11920,1691,86,10,1,0.0,0
5445,世界征服 谋略之星 OVA,1047837,3996,9065,273,1,0.0,0
5447,天空断罪Skelter Heaven,43181,4011,231,20,1,0.0,0
5448,托尔与洛基：血亲,42568,5845,235,21,1,0.0,0
5449,幻梦战记莉达,7597,1325,101,16,1,0.0,0
5450,机兽超世纪,40210,3260,508,7,1,0.0,0
5451,那年那兔那些事儿 番外篇,5942289,162157,214162,55331,1,9.4,542
5452,幻想叙谭艾尔西亚,12045,1709,91,9,1,0.0,0
5453,至尊勇者,17740,789,99,13,1,0.0,0
5454,最终幻想15 兄弟情,1005055,56649,10609,849,1,9.5,105
5456,剧场版 快要坏掉的八音盒,0,56240,0,0,1,9.4,157
5460,问答魔法学院,84769,7639,1082,74,1,0.0,0
5463,精神力量,19361,1941,104,9,1,0.0,0
5464,三者三叶 特典,128171,6970,1713,311,1,0.0,0
5465,注视着你,7271,1306,105,10,1,0.0,0
5466,闪电十一人,220164,11768,20213,295,1,0.0,0
5467,闪电十一人,195391,4976,23986,198,1,0.0,0
5468,闪电十一人,258039,7328,27191,261,1,0.0,0
5469,高校星歌剧 OVA,199211,16377,7409,392,1,0.0,0
5471,玩偶游戏,30190,2667,383,21,1,0.0,0
5472,雷顿教授与永远的歌姬,46636,7807,2022,191,1,0.0,0
5473,心灵的声音,10215731,225640,58877,10662,1,9.6,235
5474,拘束衣,110516,17862,2249,112,1,0.0,0
5475,秋叶原电脑组 2011年的暑假,8977,1113,57,6,1,0.0,0
5476,手冢治虫的佛陀：永无止境之旅,128803,9482,3944,153,1,0.0,0
5478,超机甲发明小子,24027,1665,108,9,1,0.0,0
5479,九藏喵窝,89463,10300,5635,214,1,0.0,0
5480,那就是声优！SP,38277,5427,1047,110,1,0.0,0
5481,战地启示录,17315,1629,645,41,1,0.0,0
5482,女神异闻录5 -THE DAY BREAKERS-,1186159,156564,17710,1940,1,9.6,940
5483,地下巧克力 我们的巧克力战争,8663,2326,415,31,1,0.0,0
5484,梦物语,30944,5328,572,29,1,0.0,0
5485,当女孩遇到熊,168660,31872,2116,172,1,0.0,0
5486,星梦手记,1383498,97282,38179,4275,1,0.0,0
5487,莽荒纪,2898405,96213,31158,1500,1,0.0,0
5488,天体的秩序SP,126761,8176,5511,642,1,0.0,0
5489,阿基拉,243060,35404,5947,818,1,9.6,289
5490,失忆症  SP,256535,15616,15203,363,1,0.0,0
5492,赤足小子1,13098,729,557,31,1,0.0,0
5493,赤足小子2,6596,365,253,31,1,0.0,0
5494,精灵宝可梦 世代,3806768,62076,18576,4621,1,9.5,194
5495,为美好的世界献上祝福！ OVA,2811989,288235,46995,8899,1,9.7,929
5496,彼得潘的冒险,9874,1632,0,6,1,0.0,0
5498,JOKER GAME SP,116164,13170,933,564,1,0.0,0
5499,乌龙派出所特别篇2016：THE FINAL 两津勘吉最后的一天,110685,4177,3497,517,1,0.0,0
5500,女神异闻录3 剧场版 #4 Winter of Rebirth,102708,31419,4380,370,1,9.6,174
5502,极道君漫游记,40810,2829,2015,81,1,0.0,0
5504,喵阿楞,1304362,60950,15230,4153,1,0.0,0
5506,魔法少女育成计划,6095584,366735,340643,18177,1,7.7,716
5507,WWW.迷糊餐厅,8041204,378396,180060,30448,1,9.0,578
5508,舞武器舞乱伎 星之巨人,2245608,107240,48482,4891,1,0.0,0
5510,时间飞船24,537080,36497,15789,777,1,0.0,0
5512,梦之祭,2519418,138624,85392,2495,1,0.0,0
5513,终末的伊泽塔,4985854,345281,210720,20827,1,9.0,552
5514,ViVid Strike!,2420542,135109,82107,8507,1,8.0,123
5515,刀剑乱舞-花丸-,14472145,980660,899952,38015,1,9.4,1139
5516,编舟记,1704156,166252,39494,11690,1,9.5,461
5517,钢铁交响乐,112808,11182,1644,289,1,0.0,0
5518,长骑美眉,1034348,70302,61088,4249,1,0.0,0
5520,SHOW BY ROCK!! 第二季,1785502,108715,40657,4570,1,0.0,0
5521,Classica Loid,1726722,113535,61148,4752,1,9.5,256
5522,超心动！艺术之星,2472068,134250,90500,4266,1,0.0,0
5523,3月的狮子,10606164,620241,254145,49257,1,9.7,2496
5525,乌冬面之国的金色毛球,5317464,355948,144610,18298,1,9.3,335
5526,超自然9人组,10074505,651287,240006,35067,1,8.7,1116
5527,战国鸟兽戏画 ~甲~,1363343,70832,5931,2289,1,0.0,0
5529,亚人 第二季,823666,430707,2110,3149,1,8.9,404
5530,Lostorage incited WIXOSS,2813772,234577,69909,9445,1,8.9,195
5532,少女编号,7744444,516038,311161,37700,1,8.6,955
5534,我太受欢迎了该怎么办,19218098,864297,951880,45466,1,8.4,625
5537,伯纳德小姐说。,1350307,109167,7382,3145,1,0.0,0
5538,青鬼,4298746,118205,25361,4235,1,0.0,0
5539,灼热乒乓妹,1599641,69286,78614,6565,1,0.0,0
5540,斯特拉的魔法,1467908,109854,58115,9402,1,8.7,166
5542,TRICKSTER,7621994,456146,168085,15480,1,7.1,179
5543,学园Handsome,2982902,129746,60129,4536,1,9.1,201
5544,12岁。第二季,2684145,103544,127102,3595,1,0.0,0
5545,怪盗Joker 第四季,747622,28635,34318,1765,1,0.0,0
5546,3年D班玻璃假面,53786,1933,563,242,1,0.0,0
5548,黑白来看守所,21663619,790862,490409,39609,1,8.4,499
5549,忍者少女千鸟,6479465,158633,26987,11336,1,9.1,175
5550,夏目友人帐 伍,32029306,1946501,1329304,209959,1,9.4,1813
5551,吹響吧！上低音號 第二季（僅限台灣地區）,255783,85943,19230,2273,1,9.3,477
5552,神装少女小缠,3666159,166002,105560,11122,1,8.0,117
5554,凸变英雄 BABA 日配版,664895,36246,4567,1272,1,8.2,132
5555,Crane Game Girls 第二季,116656,16367,3059,474,1,0.0,0
5556,奇异太郎少年的妖怪绘日记,7469409,327518,40561,8953,1,9.5,509
5557,解谜之音,769807,56634,8792,1197,1,0.0,0
5558,动画锻炼！XX 同一屋檐下,1880315,120474,15070,5550,1,0.0,0
5559,那年那兔那些事儿 第三季,18515629,412947,266345,99913,1,8.9,562
5560,魔法少女什么的已经够了啦。第二季,1666914,100459,14643,5156,1,8.4,106
5561,网球并不可笑嘛 第八季,778048,43873,2105,2469,1,0.0,0
5562,无畏魔女,2735401,219567,70866,7672,1,7.9,120
5563,甜甜私房猫 第三季,3463667,112679,52503,5717,1,0.0,0
5564,雨色可可 in Hawaii,394234,39124,2064,402,1,0.0,0
5565,街角的童话,38386,14511,1130,88,1,0.0,0
5566,星梦手记 声优节目,0,4900,0,0,1,0.0,0
5567,悠哉日常大王 Repeat OAD,622062,117311,4613,1980,1,9.7,488
5568,BURN-UP,5684,909,38,4,1,0.0,0
5569,超级马力欧兄弟 拯救桃子公主大作战！,35435,1754,1427,48,1,0.0,0
5570,一课一练 中文版,5150875,233500,198709,17028,1,5.9,206
5572,时空使徒 中文版,5608493,265307,128714,12515,1,5.4,111
5573,地狱堂灵界通信,8270,1221,115,13,1,0.0,0
5574,光晕：传奇,345788,13180,9831,338,1,0.0,0
5575,从很久以前就喜欢你了。～告白实行委员会～,2513279,367741,131018,11794,1,9.5,508
5576,喜欢上你的那个瞬间。～告白实行委员会～,1124089,158683,45687,4318,1,9.6,472
5580,不在他处 正是此地,36329,11314,713,143,1,0.0,0
5581,水之语,37697,16837,231,86,1,0.0,0
5582,天使之卵,130735,19147,4999,395,1,0.0,0
5584,OVERLORD OAD,4033856,71335,4841,4607,1,9.6,835
5585,Peeping Life -The Perfect Edit,12626,1740,283,47,1,0.0,0
5594,米诺的中二青春,108542,3053,762,87,1,0.0,0
5595,一课一练 日文版,888031,36268,18565,1706,1,0.0,0
5596,彼岸岛X,570689,17232,2743,381,1,0.0,0
5597,星期一的丰满,16260932,585219,122384,37947,1,9.5,1838
5598,小白角,11064,1834,1571,48,1,0.0,0
5599,时空使徒 日文版,1084596,42295,21133,1628,1,0.0,0
5600,我是小甜甜,79452,8719,3333,106,1,0.0,0
5602,生死回放,6138238,206592,126238,16470,1,9.1,176
5604,火影忍者舞台剧,896775,14830,5169,511,1,0.0,0
5608,疯暴英雄,174799,7544,1354,346,1,0.0,0
5609,火线传奇 第一季,1388217,18822,0,953,1,0.0,0
5610,无英雄不联盟,1256198,25576,103,1912,1,0.0,0
5612,女娲成长日记,5527360,151492,58837,3400,1,9.0,240
5613,全职法师,7141150,251453,129468,6843,1,7.3,268
5615,暖暖日记,421641,23375,6767,964,1,0.0,0
5616,重装甲少女组,20464,2001,456,36,1,0.0,0
5621,斩首循环 蓝色学者与戏言跟班,1247087,130874,18434,7597,1,9.3,1034
5622,我的青春恋爱物语果然有问题 续 OVA,1950090,129262,68924,14964,1,9.7,1276
5625,叫我僵小鱼 叙缘篇,1212676,51167,8686,4299,0,0.0,0
5626,镇魂街 第二季,6339370,1006268,56524,28682,0,0.0,0
5630,约会大作战 万由里裁决,2704438,182975,249500,13783,1,8.8,592
5633,天行九歌,14463204,494887,379298,74971,0,9.7,7235
5634,我的麻理,7632,1005,355,25,1,0.0,0
5635,紧扣的星星,410785,31527,16622,715,1,9.6,197
5636,RWBY 第四季,4267161,143210,100246,18909,1,9.2,389
5638,拉链超人组,4775,952,78,29,1,0.0,0
5649,星梦手记 生放送,40801,2727,2330,281,1,0.0,0
5651,星梦手记 广播节目,30519,2500,710,147,1,0.0,0
5692,精灵宝可梦XY&Z,823044,32938,52510,1088,1,8.5,186
5694,破邪大星弹劾凰,25653,1987,200,50,1,0.0,0
5695,亚尔斯兰战记 OAD,148801,11239,4016,281,1,0.0,0
5696,灵魂武器,617359,39238,1513,186,1,0.0,0
5697,火圣旅团999.9,5264,939,80,8,1,0.0,0
5704,人狼暗号1951,31340,7084,391,52,1,0.0,0
5705,少女抚子恋爱手册,57631,7498,305,76,1,0.0,0
5706,辛巴达 魔法之灯和移动岛,14318,3118,170,13,1,0.0,0
5707,精灵宝可梦 日月,25707610,338195,820916,58819,0,9.6,3341
5708,大小姐搜查网,11685,1741,236,21,1,0.0,0
5709,虹色DAYS OAD,127236,23617,976,76,1,0.0,0
5712,怪力少女,11809,1644,243,12,1,0.0,0
5713,霹雳谜城,117866,7750,29188,340,1,0.0,0
5714,霹雳皇龙纪,112160,6516,31409,289,1,0.0,0
5715,霹雳皇朝之铡龑史,97685,5927,32728,282,1,0.0,0
5716,霹雳开疆纪,106978,6004,32020,264,1,0.0,0
5717,霹雳神州,139303,8453,33844,323,1,0.0,0
5718,霹雳神州II之苍玄泣,112950,4382,33257,227,1,0.0,0
5719,霹雳神州III之天罪,278226,8995,60196,562,1,0.0,0
5720,霹雳天启,218644,10290,48364,381,1,0.0,0
5721,霹雳震寰宇之刀龙传说,279538,13834,58251,663,1,0.0,0
5722,霹雳震寰宇之龙战八荒,210710,7521,63275,365,1,0.0,0
5723,霹雳震寰宇之兵甲龙痕,177978,7060,51761,386,1,0.0,0
5724,霹雳经武纪之枭皇论战,160355,8715,42173,271,1,0.0,0
5725,霹雳兵燹之圣魔战印,132646,9723,30660,224,1,0.0,0
5726,霹雳兵燹之问鼎天下,100182,6959,22910,168,1,0.0,0
5727,霹雳战元史之天竞鏖锋,119445,8579,31340,180,1,0.0,0
5728,霹雳战元史之动机风云,106133,7745,30117,171,1,0.0,0
5729,霹雳惊鸿之刀剑春秋,284177,23973,57517,575,1,9.9,150
5730,霹雳侠影之轰动武林,626991,23330,135777,1017,1,9.7,171
5731,霹雳侠影之轰定干戈,404767,10747,108114,506,1,0.0,0
5732,霹雳侠影之轰掣天下,312389,9009,86700,411,1,0.0,0
5733,霹雳侠影之轰霆剑海录,325004,9628,76070,409,1,0.0,0
5734,霹雳开天记之创神篇,392248,12330,75827,405,1,0.0,0
5735,霹雳开天记之创神篇下阕,321914,9418,67673,381,1,0.0,0
5736,霹雳谜城之九轮异谱,389620,11769,69366,483,1,0.0,0
5737,霹雳狼烟之九轮燎原,298745,13328,40844,410,1,0.0,0
5738,霹雳狼烟之万堺尘涛,348271,12321,60027,371,1,0.0,0
5739,霹雳狼烟之古原爭霸,550418,16482,87866,580,1,0.0,0
5740,废柴狐阿桔,868777,53852,7736,3042,1,9.6,118
5741,女生宿舍日常,4438817,156125,74284,14000,1,9.4,394
5742,我的女神 战斗之翼,48966,3962,640,80,1,0.0,0
5743,十二生肖,223313,12663,22070,318,1,0.0,0
5744,超级愿望：神速的盖诺赛克特 超梦觉醒,262585,10959,6282,460,1,0.0,0
5745,钻石&珍珠：幻影的霸者索罗亚克,110671,6041,3383,135,1,0.0,0
5746,钻石&珍珠：阿尔宙斯超克的时空,238195,8625,7000,315,1,0.0,0
5747,Fate/Grand Order ‐First Order‐,12946616,1567677,552690,51402,1,7.5,4302
5748,画江湖之杯莫停,18585237,406675,540031,31982,1,6.2,316
5749,钻石&珍珠：骑拉帝纳与冰空的花束洁咪,120664,6301,5241,193,1,0.0,0
5750,钻石&珍珠：决战时空之塔帝牙卢卡VS帕路奇犽VS达克莱伊,145040,7160,5096,256,1,0.0,0
5751,超世代：宝可梦保育家与苍海的王子 玛纳霏,107118,7896,4201,194,1,0.0,0
5752,超世代： 梦幻与波导的勇者路卡利欧,131044,6573,6152,285,1,0.0,0
5753,超世代：裂空的访问者代欧奇希斯,166835,6941,5644,234,1,0.0,0
5754,超世代：七夜的许愿星基拉祈,120943,6215,4103,136,1,0.0,0
5755,无印：水都的守护神拉帝亚斯和拉帝欧斯,137801,7340,4433,311,1,0.0,0
5756,无印：雪拉比穿梭时空的相遇,106626,6414,4350,185,1,0.0,0
5757,无印：梦幻的精灵宝可梦洛奇亚爆诞,175898,13739,6793,275,1,0.0,0
5758,无印：超梦的逆袭,249843,26507,7480,443,1,0.0,0
5759,姣姣与晶晶,12506,707,505,15,1,0.0,0
5760,特别车队,56392,4987,6454,81,1,0.0,0
5761,精灵宝可梦 无印,3040272,99778,277639,5110,1,9.7,431
5762,精灵宝可梦 XY,4117709,113433,200415,4660,1,8.9,286
5763,阿松 SP 赛马轶事,505871,42886,31651,2243,1,9.5,212
5764,火影忍者舞台剧 便服采访篇,93122,2697,795,33,1,0.0,0
5765,偶像大师,75957,4941,4466,233,1,0.0,0
5766,HEROMAN短篇,7575,879,50,17,1,0.0,0
5769,锁链战记 赫克瑟塔斯之光,1562153,225470,64717,5233,1,0.0,0
5770,天才联盟,176763,6201,4128,1528,1,0.0,0
5773,秋叶原之旅 THE ANIMATION,6162520,420694,248902,15088,1,8.1,286
5774,清恋 SEIREN,17068992,979322,679872,44326,1,8.3,906
5776,URARA迷路帖,11322910,927925,562115,48941,1,9.0,1058
5777,Schoolgirl Strikers,1700966,175942,31871,3149,1,0.0,0
5778,风夏,13343005,754217,982600,70982,1,6.2,942
5784,锁链战记 赫克瑟塔斯之光,3258610,204928,50343,4572,1,0.0,0
5786,猫咪日常,8403185,393086,56186,12516,1,9.3,768
5787,偶像选举,1676206,126528,48122,2691,1,0.0,0
5788,小魔女学园 TV版,13150115,499108,586934,50034,1,9.5,2782
5789,热诚传说 第二季,7975161,504372,212156,25285,1,7.4,406
5790,宇宙警探elDLIVE,2223624,180349,52385,4997,1,0.0,0
5791,新撰组镇魂歌 二分之一,651391,43120,3155,987,1,0.0,0
5792,鬼平,1809759,107219,31768,5841,1,9.3,202
5793,珈百璃的堕落,29692544,1423953,1205109,102203,1,9.1,3085
5794,飙速宅男 新世代,4072703,127799,62615,8478,1,9.2,138
5795,ACCA13区监察课,5114994,436832,163543,20013,1,9.5,1504
5796,兽娘动物园,5073194,300875,227084,15417,1,9.6,2360
5797,Hand Shakers,11722148,854114,424330,27996,1,6.4,715
5798,One Room,7745561,544522,158829,16313,1,9.1,555
5800,小林家的龙女仆,84625033,3006888,2917225,235902,1,9.1,6553
5802,CHAOS;CHILD,5411024,368149,115418,12324,1,7.6,702
5806,Rewrite 2nd Season,9584281,767897,297057,35099,1,8.5,970
5807,BanG Dream!,1635181,174743,67229,5294,1,8.4,218
5808,战国鸟兽戏画～乙～,708580,43708,3081,1143,1,0.0,0
5809,黑白来看守所 第二季,9091938,494136,259858,18491,1,8.5,371
5810,少年剑道王直角,6562,334,63,9,1,0.0,0
5830,三年E班Q,9405000,454458,185389,23190,1,8.9,294
5831,从前有座灵剑山 第二季日文版,1230176,200768,16271,1906,1,0.0,0
5832,暗芝居 第四季,7641456,220638,128580,4907,1,7.6,119
5833,重力异想世界2 序章,133896,19483,1036,163,1,0.0,0
5834,英雄解体,37870,5839,747,162,1,0.0,0
5835,魔法少女☆伊莉雅 3rei!! SP,1417381,38760,6078,1315,1,9.5,188
5838,魔天战神 OVA,1628,1032,2,11,1,0.0,0
5839,一禅小和尚,9850859,164803,46271,42591,0,9.6,645
5840,我差点就信了,1178508,27320,5430,1154,1,0.0,0
5842,困病之笼,0,61024,0,0,0,0.0,0
5843,迷域行者,9082052,629220,247683,26199,1,9.7,7585
5844,血色苍穹（上篇）,11709133,494164,214108,16661,1,8.3,1010
5845,择天记 第二季,1161811,99480,22868,1203,1,0.0,0
5846,CMFU学院-王子碰碰球,1906272,50878,20955,1421,1,0.0,0
5847,圣光不好惹,439243,34649,11626,1994,1,0.0,0
5848,太乙仙魔录之灵飞纪 第二季,3923379,101017,58483,9884,1,9.1,232
5849,少年锦衣卫,18995946,877172,539112,264127,1,9.1,1921
5851,斗破苍穹,22517482,860328,193957,39349,1,3.5,2222
5852,全职高手 第一季,85717043,4023119,2253286,328829,1,9.0,14689
5853,口水三国 第二季,8907362,159597,60223,24743,1,9.2,701
5854,超游世界,5149158,219379,105844,5070,1,0.0,0
5855,阿拉德：宿命之门,11878550,495007,304212,15181,1,3.1,794
5856,银之守墓人,17090249,792491,308833,21877,1,5.2,500
5857,妖怪名单 第二季,18405426,1097310,344234,44016,1,8.9,2406
5858,霹雳天命之仙魔鏖锋,3241351,52103,274434,8134,1,9.7,232
5859,妖狐×仆SS SP,890453,54080,39802,1470,1,9.6,196
5860,枪灵计划,1010165,33564,20488,1614,1,0.0,0
5861,从前有座灵剑山 第二季,18778866,822698,552702,49729,1,6.2,544
5863,国民老公带回家,3531817,123865,57145,934,1,0.0,0
5864,全职法师Q版小剧场,767824,13324,2408,226,1,0.0,0
5865,奇魂侍,30651,3028,238,46,1,0.0,0
5866,天才傻瓜 复活的弗兰德之犬,21251,2107,156,11,1,0.0,0
5867,剧场版 魔法禁书目录炭 SP,399976,42486,6404,773,1,8.9,117
5868,漫研部～Surgical Friends～,365197,24583,1395,601,1,0.0,0
5869,越狱兔 第2季,0,9963,0,0,1,0.0,0
5870,越狱兔 第3季,0,9511,0,0,1,0.0,0
5871,越狱兔 第4季,0,9844,0,0,1,0.0,0
5872,越狱兔 第5季,0,15582,0,0,1,9.6,107
5873,斗破苍穹 Q版小剧场,2967575,38411,16825,1290,1,0.0,0
5874,太阳之船,5545,728,50,29,1,0.0,0
5875,吹响吧！上低音号 第二季 SP,326864,18012,1536,1574,1,0.0,0
5876,纳米核心 第三季,7175765,370598,110447,31944,1,8.6,548
5877,幻镜诺德琳,2018531,485855,94381,95981,1,9.4,985
5878,灵契 日语版,1927318,74893,39786,3025,1,8.9,114
5879,超游世界 日文版,896366,22837,16769,1008,1,0.0,0
5880,敌人是海盗- 猫们的飨宴,6550,880,18,3,1,0.0,0
5882,元气少女缘结神 新婚篇,1425535,128757,54284,24379,1,9.7,405
5883,宇宙警探elDLIVE 中文配音版,241007,8308,2516,254,1,0.0,0
5884,火线传奇 第二季,1495419,14723,0,1354,1,0.0,0
5885,京剧猫,2023127,41312,130505,11654,1,9.5,233
5886,虎多多,6109,205,81,10,0,0.0,0
5887,咬屁屁虫,15069,904,352,12,1,0.0,0
5888,前方高能之滑稽,4290883,94875,120138,15715,1,8.3,101
5889,1磅的福音,6137,715,209,38,1,0.0,0
5890,VitaminX Addiction,14253,1990,294,10,1,0.0,0
5891,刃牙 OAD,55979,1724,382,82,1,0.0,0
5892,尾随者竞技,16001,1744,100,59,1,0.0,0
5893,天下第几,3321473,124793,53122,15671,1,9.5,372
5894,Disintegration-分解世界-,2068739,93746,21704,8293,1,9.5,177
5895,Dream Hunter-狩梦人-,531504,35385,8125,2139,1,0.0,0
5896,发发和大魔王,259466,25246,4694,3285,1,0.0,0
5897,南烟斋笔录,1323556,119873,21188,18657,1,9.7,403
5898,我是丐帮不打奶花,3319309,44239,30004,7242,1,9.4,151
